Rk,Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Year
7.0,CF,Cameron Maybin,24.0,137.0,568.0,516.0,82.0,136.0,24.0,8.0,9.0,40.0,40.0,8.0,44.0,125.0,0.264,0.32299999999999995,0.39299999999999996,0.716,103.0,203.0,6.0,2.0,4.0,2.0,2.0,2011
8.0,RF,Will Venable*,28.0,121.0,411.0,370.0,49.0,91.0,14.0,7.0,9.0,44.0,26.0,3.0,31.0,92.0,0.24600000000000002,0.31,0.395,0.7040000000000001,99.0,146.0,2.0,5.0,1.0,4.0,4.0,2011
1.0,C,Chris Cannizzaro,31.0,134.0,469.0,418.0,23.0,92.0,14.0,3.0,4.0,33.0,0.0,1.0,42.0,81.0,0.22,0.29,0.297,0.5870000000000001,68.0,124.0,16.0,0.0,7.0,2.0,8.0,1969
2.0,1B,Nate Colbert,23.0,139.0,532.0,483.0,64.0,123.0,20.0,9.0,24.0,66.0,6.0,4.0,45.0,123.0,0.255,0.322,0.48200000000000004,0.804,127.0,233.0,13.0,3.0,1.0,0.0,7.0,1969
3.0,2B,Jose Arcia,25.0,120.0,321.0,302.0,35.0,65.0,11.0,3.0,0.0,10.0,14.0,7.0,14.0,47.0,0.215,0.255,0.272,0.526,50.0,82.0,7.0,2.0,3.0,0.0,0.0,1969
4.0,SS,Tommy Dean,23.0,101.0,308.0,273.0,14.0,48.0,9.0,2.0,2.0,9.0,0.0,3.0,27.0,54.0,0.17600000000000002,0.251,0.245,0.496,42.0,67.0,4.0,1.0,5.0,2.0,4.0,1969
5.0,3B,Ed Spiezio,27.0,121.0,400.0,355.0,29.0,83.0,9.0,0.0,13.0,43.0,1.0,2.0,38.0,64.0,0.23399999999999999,0.313,0.369,0.682,94.0,131.0,8.0,4.0,1.0,2.0,3.0,1969
6.0,LF,Al Ferrara,29.0,138.0,421.0,366.0,39.0,95.0,22.0,1.0,14.0,56.0,0.0,0.0,45.0,69.0,0.26,0.349,0.44,0.789,124.0,161.0,7.0,7.0,0.0,3.0,5.0,1969
7.0,CF,Cito Gaston,25.0,129.0,419.0,391.0,20.0,90.0,11.0,7.0,2.0,28.0,4.0,4.0,24.0,117.0,0.23,0.275,0.309,0.585,67.0,121.0,10.0,1.0,1.0,2.0,0.0,1969
8.0,RF,Ollie Brown,25.0,151.0,621.0,568.0,76.0,150.0,18.0,3.0,20.0,61.0,10.0,6.0,44.0,97.0,0.264,0.319,0.41200000000000003,0.731,108.0,234.0,12.0,3.0,4.0,2.0,3.0,1969
1.0,C,Benito Santiago,23.0,139.0,527.0,492.0,49.0,122.0,22.0,2.0,10.0,46.0,15.0,7.0,24.0,82.0,0.248,0.282,0.36200000000000004,0.643,85.0,178.0,18.0,1.0,5.0,5.0,2.0,1988
2.0,1B,Keith Moreland,34.0,143.0,562.0,511.0,40.0,131.0,23.0,0.0,5.0,64.0,2.0,3.0,40.0,51.0,0.256,0.305,0.331,0.636,84.0,169.0,17.0,0.0,2.0,9.0,6.0,1988
3.0,2B,Roberto Alomar#,20.0,143.0,611.0,545.0,84.0,145.0,24.0,6.0,9.0,41.0,24.0,6.0,47.0,83.0,0.266,0.32799999999999996,0.382,0.7090000000000001,105.0,208.0,15.0,3.0,16.0,0.0,5.0,1988
4.0,SS,Garry Templeton#,32.0,110.0,392.0,362.0,35.0,90.0,15.0,7.0,3.0,36.0,8.0,2.0,20.0,50.0,0.249,0.28600000000000003,0.354,0.639,84.0,128.0,6.0,0.0,7.0,3.0,10.0,1988
5.0,3B,Chris Brown,26.0,80.0,274.0,247.0,14.0,58.0,6.0,0.0,2.0,19.0,0.0,0.0,19.0,49.0,0.235,0.295,0.28300000000000003,0.579,68.0,70.0,9.0,3.0,3.0,2.0,3.0,1988
6.0,LF,Carmelo Martinez,27.0,121.0,405.0,365.0,48.0,86.0,12.0,0.0,18.0,65.0,1.0,1.0,35.0,57.0,0.23600000000000002,0.301,0.41600000000000004,0.7170000000000001,106.0,152.0,10.0,0.0,3.0,2.0,3.0,1988
7.0,CF,Marvell Wynne*,28.0,128.0,369.0,333.0,37.0,88.0,13.0,4.0,11.0,42.0,3.0,4.0,31.0,62.0,0.264,0.325,0.426,0.752,116.0,142.0,3.0,0.0,3.0,2.0,2.0,1988
8.0,RF,Tony Gwynn*,28.0,133.0,578.0,521.0,64.0,163.0,22.0,5.0,7.0,70.0,26.0,11.0,51.0,40.0,0.313,0.373,0.415,0.787,128.0,216.0,11.0,0.0,4.0,2.0,13.0,1988
1.0,C,Benito Santiago,26.0,152.0,614.0,580.0,60.0,155.0,22.0,3.0,17.0,87.0,8.0,10.0,23.0,114.0,0.267,0.29600000000000004,0.40299999999999997,0.7,93.0,234.0,21.0,4.0,0.0,7.0,5.0,1991
2.0,1B,Fred McGriff*,27.0,153.0,642.0,528.0,84.0,147.0,19.0,1.0,31.0,106.0,4.0,1.0,105.0,135.0,0.278,0.396,0.494,0.89,147.0,261.0,14.0,2.0,0.0,7.0,26.0,1991
3.0,2B,Bip Roberts#,27.0,117.0,472.0,424.0,66.0,119.0,13.0,3.0,3.0,32.0,26.0,11.0,37.0,71.0,0.281,0.342,0.34700000000000003,0.6890000000000001,92.0,147.0,6.0,4.0,4.0,3.0,0.0,1991
4.0,SS,Tony Fernandez#,29.0,145.0,621.0,558.0,81.0,152.0,27.0,5.0,4.0,38.0,23.0,9.0,55.0,74.0,0.272,0.337,0.36,0.6970000000000001,95.0,201.0,12.0,0.0,7.0,1.0,0.0,1991
5.0,3B,Scott Coolbaugh,25.0,60.0,205.0,180.0,12.0,39.0,8.0,1.0,2.0,15.0,0.0,3.0,19.0,45.0,0.217,0.294,0.306,0.599,67.0,55.0,8.0,1.0,4.0,1.0,2.0,1991
6.0,LF,Jerald Clark,27.0,118.0,411.0,369.0,26.0,84.0,16.0,0.0,10.0,47.0,2.0,1.0,31.0,90.0,0.228,0.295,0.35200000000000004,0.647,80.0,130.0,10.0,6.0,1.0,4.0,2.0,1991
7.0,CF,Darrin Jackson,27.0,122.0,394.0,359.0,51.0,94.0,12.0,1.0,21.0,49.0,5.0,3.0,27.0,66.0,0.262,0.315,0.47600000000000003,0.7909999999999999,117.0,171.0,5.0,2.0,3.0,3.0,2.0,1991
8.0,RF,Tony Gwynn*,31.0,134.0,569.0,530.0,69.0,168.0,27.0,11.0,4.0,62.0,8.0,8.0,34.0,19.0,0.317,0.355,0.43200000000000005,0.787,118.0,229.0,11.0,0.0,0.0,5.0,8.0,1991
1.0,C,Chris Cannizzaro,32.0,111.0,397.0,341.0,27.0,95.0,13.0,3.0,5.0,42.0,2.0,7.0,48.0,49.0,0.27899999999999997,0.366,0.37799999999999995,0.745,105.0,129.0,9.0,1.0,4.0,3.0,8.0,1970
2.0,1B,Nate Colbert,24.0,156.0,636.0,572.0,84.0,148.0,17.0,6.0,38.0,86.0,3.0,5.0,56.0,150.0,0.259,0.32799999999999996,0.509,0.836,126.0,291.0,11.0,4.0,1.0,3.0,8.0,1970
3.0,2B,Dave Campbell,28.0,154.0,635.0,581.0,71.0,127.0,28.0,2.0,12.0,40.0,18.0,6.0,40.0,115.0,0.21899999999999997,0.268,0.336,0.604,65.0,195.0,7.0,1.0,9.0,4.0,2.0,1970
4.0,SS,Tommy Dean,24.0,61.0,177.0,158.0,18.0,35.0,5.0,1.0,2.0,13.0,2.0,0.0,11.0,29.0,0.222,0.271,0.304,0.574,57.0,48.0,4.0,0.0,7.0,1.0,3.0,1970
5.0,3B,Ed Spiezio,28.0,110.0,369.0,316.0,45.0,90.0,18.0,1.0,12.0,42.0,4.0,0.0,43.0,42.0,0.285,0.373,0.462,0.835,128.0,146.0,7.0,4.0,2.0,4.0,2.0,1970
6.0,LF,Al Ferrara,30.0,138.0,430.0,372.0,44.0,103.0,15.0,4.0,13.0,51.0,0.0,0.0,46.0,63.0,0.27699999999999997,0.37200000000000005,0.444,0.816,123.0,165.0,8.0,11.0,0.0,1.0,2.0,1970
7.0,CF,Cito Gaston,26.0,146.0,629.0,584.0,92.0,186.0,26.0,9.0,29.0,93.0,4.0,1.0,41.0,142.0,0.318,0.364,0.5429999999999999,0.907,146.0,317.0,16.0,2.0,0.0,2.0,2.0,1970
8.0,RF,Ollie Brown,26.0,139.0,577.0,534.0,79.0,156.0,34.0,1.0,23.0,89.0,5.0,3.0,34.0,78.0,0.292,0.331,0.489,0.82,122.0,261.0,14.0,0.0,3.0,6.0,8.0,1970
1.0,C,Nick Hundley,24.0,60.0,216.0,198.0,21.0,47.0,7.0,1.0,5.0,24.0,0.0,0.0,11.0,52.0,0.237,0.278,0.359,0.636,76.0,71.0,1.0,2.0,0.0,5.0,0.0,2008
2.0,1B,Adrian Gonzalez*,26.0,162.0,700.0,616.0,103.0,172.0,32.0,1.0,36.0,119.0,0.0,0.0,74.0,142.0,0.27899999999999997,0.361,0.51,0.871,140.0,314.0,24.0,7.0,0.0,3.0,18.0,2008
3.0,2B,Tadahito Iguchi,33.0,81.0,330.0,303.0,29.0,70.0,14.0,1.0,2.0,24.0,8.0,1.0,26.0,75.0,0.231,0.292,0.304,0.595,67.0,92.0,11.0,0.0,1.0,0.0,0.0,2008
4.0,SS,Khalil Greene,28.0,105.0,423.0,389.0,30.0,83.0,15.0,2.0,10.0,35.0,5.0,1.0,22.0,100.0,0.213,0.26,0.33899999999999997,0.599,66.0,132.0,7.0,5.0,0.0,7.0,1.0,2008
5.0,3B,Kevin Kouzmanoff,26.0,154.0,668.0,624.0,71.0,162.0,31.0,4.0,23.0,84.0,0.0,0.0,23.0,139.0,0.26,0.299,0.433,0.732,101.0,270.0,14.0,15.0,0.0,6.0,3.0,2008
6.0,LF,Chase Headley#,24.0,91.0,368.0,331.0,34.0,89.0,19.0,2.0,9.0,38.0,4.0,1.0,30.0,104.0,0.26899999999999996,0.337,0.42,0.757,110.0,139.0,5.0,5.0,0.0,2.0,1.0,2008
7.0,CF,Jody Gerut*,30.0,100.0,356.0,328.0,46.0,97.0,15.0,4.0,14.0,43.0,6.0,4.0,28.0,52.0,0.29600000000000004,0.35100000000000003,0.494,0.845,133.0,162.0,1.0,0.0,0.0,0.0,0.0,2008
8.0,RF,Brian Giles*,37.0,147.0,653.0,559.0,81.0,171.0,40.0,4.0,12.0,63.0,2.0,2.0,87.0,52.0,0.306,0.39799999999999996,0.456,0.8540000000000001,138.0,255.0,18.0,2.0,0.0,5.0,2.0,2008
1.0,C,Rene Rivera,30.0,103.0,329.0,294.0,27.0,74.0,18.0,1.0,11.0,44.0,0.0,0.0,27.0,76.0,0.252,0.319,0.43200000000000005,0.7509999999999999,116.0,127.0,6.0,3.0,3.0,2.0,3.0,2014
2.0,1B,Yonder Alonso*,27.0,84.0,288.0,267.0,27.0,64.0,19.0,1.0,7.0,27.0,6.0,1.0,17.0,36.0,0.24,0.285,0.397,0.682,96.0,106.0,8.0,1.0,0.0,3.0,1.0,2014
3.0,2B,Jedd Gyorko,25.0,111.0,443.0,400.0,37.0,84.0,17.0,1.0,10.0,51.0,3.0,2.0,36.0,100.0,0.21,0.28,0.33299999999999996,0.612,78.0,133.0,8.0,4.0,0.0,3.0,1.0,2014
4.0,SS,Everth Cabrera#,27.0,90.0,391.0,357.0,36.0,83.0,13.0,1.0,3.0,20.0,18.0,8.0,20.0,86.0,0.23199999999999998,0.272,0.3,0.5720000000000001,67.0,107.0,5.0,1.0,9.0,4.0,0.0,2014
5.0,3B,Chase Headley#,30.0,77.0,307.0,279.0,27.0,64.0,12.0,1.0,7.0,32.0,4.0,1.0,22.0,73.0,0.22899999999999998,0.29600000000000004,0.355,0.6509999999999999,89.0,99.0,12.0,5.0,0.0,1.0,0.0,2014
6.0,LF,Seth Smith*,31.0,136.0,521.0,443.0,55.0,118.0,31.0,5.0,12.0,48.0,1.0,1.0,69.0,87.0,0.266,0.36700000000000005,0.44,0.807,134.0,195.0,9.0,4.0,0.0,4.0,3.0,2014
7.0,CF,Cameron Maybin,27.0,95.0,272.0,251.0,24.0,59.0,13.0,4.0,1.0,15.0,4.0,3.0,19.0,56.0,0.235,0.29,0.331,0.621,81.0,83.0,8.0,1.0,0.0,1.0,2.0,2014
8.0,RF,Will Venable*,31.0,146.0,448.0,406.0,47.0,91.0,13.0,2.0,8.0,33.0,11.0,6.0,33.0,107.0,0.22399999999999998,0.28800000000000003,0.325,0.613,78.0,132.0,6.0,4.0,3.0,2.0,2.0,2014
1.0,C,Fred Kendall,26.0,103.0,314.0,286.0,16.0,57.0,12.0,1.0,0.0,24.0,0.0,1.0,26.0,28.0,0.19899999999999998,0.265,0.248,0.513,47.0,71.0,10.0,0.0,1.0,1.0,5.0,1975
2.0,1B,Willie McCovey*,37.0,122.0,475.0,413.0,43.0,104.0,17.0,0.0,23.0,68.0,1.0,0.0,57.0,80.0,0.252,0.345,0.46,0.805,129.0,190.0,10.0,3.0,0.0,2.0,8.0,1975
3.0,2B,Tito Fuentes#,31.0,146.0,613.0,565.0,57.0,158.0,21.0,3.0,4.0,43.0,8.0,8.0,25.0,51.0,0.28,0.309,0.349,0.6579999999999999,88.0,197.0,15.0,3.0,12.0,8.0,2.0,1975
4.0,SS,Enzo Hernandez,26.0,116.0,399.0,344.0,37.0,75.0,12.0,2.0,0.0,19.0,20.0,4.0,26.0,25.0,0.218,0.275,0.265,0.539,55.0,91.0,7.0,2.0,24.0,3.0,0.0,1975
5.0,3B,Mike Ivie,22.0,111.0,411.0,377.0,36.0,94.0,16.0,2.0,8.0,46.0,4.0,4.0,20.0,63.0,0.249,0.29100000000000004,0.366,0.657,87.0,138.0,12.0,4.0,5.0,5.0,2.0,1975
6.0,LF,Bobby Tolan*,29.0,147.0,560.0,506.0,58.0,129.0,19.0,4.0,5.0,43.0,11.0,13.0,28.0,45.0,0.255,0.306,0.33799999999999997,0.644,84.0,171.0,15.0,10.0,14.0,2.0,3.0,1975
7.0,CF,Johnny Grubb*,26.0,144.0,625.0,553.0,72.0,149.0,36.0,2.0,4.0,38.0,2.0,7.0,59.0,59.0,0.26899999999999996,0.342,0.363,0.706,102.0,201.0,7.0,5.0,3.0,5.0,4.0,1975
8.0,RF,Dave Winfield,23.0,143.0,591.0,509.0,74.0,136.0,20.0,2.0,15.0,76.0,23.0,4.0,69.0,82.0,0.267,0.354,0.40299999999999997,0.7559999999999999,116.0,205.0,11.0,3.0,3.0,7.0,14.0,1975
1.0,C,Brad Ausmus,25.0,101.0,366.0,327.0,45.0,82.0,12.0,1.0,7.0,24.0,5.0,1.0,30.0,63.0,0.251,0.314,0.358,0.672,77.0,117.0,8.0,1.0,6.0,2.0,12.0,1994
2.0,1B,Eddie Williams,29.0,49.0,196.0,175.0,32.0,58.0,11.0,1.0,11.0,42.0,0.0,1.0,15.0,26.0,0.331,0.392,0.594,0.986,156.0,104.0,10.0,3.0,2.0,1.0,1.0,1994
3.0,2B,Bip Roberts#,30.0,105.0,449.0,403.0,52.0,129.0,15.0,5.0,2.0,31.0,21.0,7.0,39.0,57.0,0.32,0.38299999999999995,0.397,0.78,107.0,160.0,7.0,3.0,2.0,2.0,1.0,1994
4.0,SS,Ricky Gutierrez,24.0,90.0,314.0,275.0,27.0,66.0,11.0,2.0,1.0,28.0,2.0,6.0,32.0,54.0,0.24,0.321,0.305,0.626,67.0,84.0,8.0,2.0,2.0,3.0,1.0,1994
5.0,3B,Scott Livingstone*,28.0,57.0,187.0,180.0,11.0,49.0,12.0,1.0,2.0,10.0,2.0,2.0,6.0,22.0,0.272,0.294,0.38299999999999995,0.677,78.0,69.0,5.0,0.0,0.0,1.0,0.0,1994
6.0,LF,Phil Plantier*,25.0,96.0,385.0,341.0,44.0,75.0,21.0,0.0,18.0,41.0,3.0,1.0,36.0,91.0,0.22,0.302,0.44,0.742,93.0,150.0,8.0,5.0,1.0,2.0,6.0,1994
7.0,CF,Derek Bell,25.0,108.0,466.0,434.0,54.0,135.0,20.0,0.0,14.0,54.0,24.0,8.0,29.0,88.0,0.311,0.354,0.45399999999999996,0.8079999999999999,112.0,197.0,14.0,1.0,0.0,2.0,5.0,1994
8.0,RF,Tony Gwynn*,34.0,110.0,475.0,419.0,79.0,165.0,35.0,1.0,12.0,64.0,5.0,0.0,48.0,19.0,0.39399999999999996,0.45399999999999996,0.568,1.022,169.0,238.0,20.0,2.0,1.0,5.0,16.0,1994
1.0,C,Tom Lampkin*,38.0,104.0,327.0,281.0,32.0,61.0,10.0,1.0,10.0,37.0,4.0,2.0,38.0,59.0,0.217,0.313,0.36700000000000005,0.679,87.0,103.0,4.0,3.0,1.0,4.0,7.0,2002
2.0,1B,Ryan Klesko*,31.0,146.0,625.0,540.0,90.0,162.0,39.0,1.0,29.0,95.0,6.0,2.0,76.0,86.0,0.3,0.38799999999999996,0.537,0.925,152.0,290.0,7.0,4.0,1.0,4.0,11.0,2002
3.0,2B,Ramon Vazquez*,25.0,128.0,474.0,423.0,50.0,116.0,21.0,5.0,2.0,32.0,7.0,2.0,45.0,79.0,0.27399999999999997,0.344,0.36200000000000004,0.706,95.0,153.0,6.0,1.0,3.0,2.0,3.0,2002
4.0,SS,Deivi Cruz,29.0,151.0,547.0,514.0,49.0,135.0,28.0,2.0,7.0,47.0,2.0,3.0,22.0,58.0,0.263,0.294,0.366,0.66,81.0,188.0,20.0,3.0,3.0,5.0,2.0,2002
5.0,3B,Phil Nevin,31.0,107.0,450.0,407.0,53.0,116.0,16.0,0.0,12.0,57.0,4.0,0.0,38.0,87.0,0.285,0.344,0.413,0.757,108.0,168.0,12.0,1.0,0.0,4.0,4.0,2002
6.0,LF,Ron Gant,37.0,102.0,353.0,309.0,58.0,81.0,14.0,1.0,18.0,59.0,4.0,6.0,36.0,59.0,0.262,0.33799999999999997,0.489,0.8270000000000001,125.0,151.0,8.0,2.0,1.0,5.0,1.0,2002
7.0,CF,Mark Kotsay*,26.0,153.0,646.0,578.0,82.0,169.0,27.0,7.0,17.0,61.0,11.0,9.0,59.0,89.0,0.292,0.359,0.452,0.81,122.0,261.0,10.0,3.0,2.0,4.0,0.0,2002
8.0,RF,Bubba Trammell,30.0,133.0,465.0,403.0,54.0,98.0,16.0,1.0,17.0,56.0,1.0,3.0,53.0,71.0,0.243,0.33299999999999996,0.414,0.748,105.0,167.0,6.0,3.0,3.0,3.0,2.0,2002
1.0,C,Terry Kennedy*,26.0,153.0,604.0,562.0,75.0,166.0,42.0,1.0,21.0,97.0,1.0,0.0,26.0,91.0,0.295,0.32799999999999996,0.486,0.8140000000000001,130.0,273.0,7.0,5.0,3.0,8.0,9.0,1982
2.0,1B,Broderick Perkins*,27.0,125.0,382.0,347.0,32.0,94.0,10.0,4.0,2.0,34.0,2.0,1.0,26.0,20.0,0.271,0.325,0.34,0.665,90.0,118.0,6.0,3.0,3.0,2.0,10.0,1982
3.0,2B,Tim Flannery*,24.0,122.0,423.0,379.0,40.0,100.0,11.0,7.0,0.0,30.0,1.0,0.0,30.0,32.0,0.264,0.317,0.33,0.6459999999999999,85.0,125.0,4.0,2.0,6.0,6.0,10.0,1982
4.0,SS,Garry Templeton#,26.0,141.0,601.0,563.0,76.0,139.0,25.0,8.0,6.0,64.0,27.0,16.0,26.0,82.0,0.247,0.27899999999999997,0.35200000000000004,0.631,79.0,198.0,19.0,1.0,6.0,5.0,7.0,1982
5.0,3B,Luis Salazar,26.0,145.0,559.0,524.0,55.0,127.0,15.0,5.0,8.0,62.0,32.0,9.0,23.0,80.0,0.242,0.27399999999999997,0.336,0.61,73.0,176.0,10.0,2.0,5.0,5.0,10.0,1982
6.0,LF,Gene Richards*,28.0,132.0,562.0,521.0,63.0,149.0,13.0,8.0,3.0,28.0,30.0,20.0,36.0,52.0,0.28600000000000003,0.33299999999999996,0.359,0.6920000000000001,98.0,187.0,5.0,2.0,1.0,2.0,1.0,1982
7.0,CF,Ruppert Jones*,27.0,116.0,493.0,424.0,69.0,120.0,20.0,2.0,12.0,61.0,18.0,15.0,62.0,90.0,0.28300000000000003,0.373,0.425,0.7979999999999999,128.0,180.0,4.0,1.0,3.0,3.0,11.0,1982
8.0,RF,Sixto Lezcano,28.0,138.0,559.0,470.0,73.0,136.0,26.0,6.0,16.0,84.0,2.0,1.0,78.0,69.0,0.289,0.38799999999999996,0.47200000000000003,0.86,145.0,222.0,11.0,2.0,2.0,7.0,10.0,1982
1.0,C,Terry Kennedy*,29.0,143.0,565.0,532.0,54.0,139.0,27.0,1.0,10.0,74.0,0.0,0.0,31.0,102.0,0.261,0.301,0.37200000000000005,0.6729999999999999,89.0,198.0,19.0,0.0,0.0,2.0,10.0,1985
2.0,1B,Steve Garvey,36.0,162.0,699.0,654.0,80.0,184.0,34.0,6.0,17.0,81.0,0.0,0.0,35.0,67.0,0.281,0.318,0.43,0.748,109.0,281.0,25.0,3.0,1.0,6.0,7.0,1985
3.0,2B,Tim Flannery*,27.0,126.0,456.0,384.0,50.0,108.0,14.0,3.0,1.0,40.0,2.0,5.0,58.0,39.0,0.281,0.386,0.341,0.727,107.0,131.0,4.0,9.0,3.0,2.0,1.0,1985
4.0,SS,Garry Templeton#,29.0,148.0,596.0,546.0,63.0,154.0,30.0,2.0,6.0,55.0,16.0,6.0,41.0,88.0,0.282,0.332,0.377,0.7090000000000001,99.0,206.0,5.0,1.0,5.0,3.0,24.0,1985
5.0,3B,Graig Nettles*,40.0,137.0,515.0,440.0,66.0,115.0,23.0,1.0,15.0,61.0,0.0,0.0,72.0,59.0,0.261,0.363,0.42,0.784,120.0,185.0,10.0,0.0,0.0,3.0,5.0,1985
6.0,LF,Carmelo Martinez,24.0,150.0,610.0,514.0,64.0,130.0,28.0,1.0,21.0,72.0,0.0,4.0,87.0,82.0,0.253,0.36200000000000004,0.434,0.7959999999999999,123.0,223.0,10.0,3.0,2.0,4.0,4.0,1985
7.0,CF,Kevin McReynolds,25.0,152.0,616.0,564.0,61.0,132.0,24.0,4.0,15.0,75.0,4.0,0.0,43.0,81.0,0.23399999999999999,0.29,0.371,0.66,85.0,209.0,17.0,3.0,2.0,4.0,6.0,1985
8.0,RF,Tony Gwynn*,25.0,154.0,671.0,622.0,90.0,197.0,29.0,5.0,6.0,46.0,14.0,11.0,45.0,33.0,0.317,0.364,0.408,0.773,117.0,254.0,17.0,2.0,1.0,1.0,4.0,1985
1.0,C,Ramon Hernandez,29.0,99.0,392.0,369.0,36.0,107.0,19.0,2.0,12.0,58.0,1.0,0.0,18.0,40.0,0.29,0.322,0.45,0.772,108.0,166.0,14.0,1.0,1.0,3.0,0.0,2005
2.0,1B,Phil Nevin,34.0,73.0,306.0,281.0,31.0,72.0,11.0,1.0,9.0,47.0,1.0,0.0,19.0,67.0,0.256,0.301,0.39899999999999997,0.6990000000000001,89.0,112.0,2.0,1.0,0.0,5.0,0.0,2005
3.0,2B,Mark Loretta,33.0,105.0,463.0,404.0,54.0,113.0,16.0,1.0,3.0,38.0,8.0,4.0,45.0,34.0,0.28,0.36,0.34700000000000003,0.7070000000000001,95.0,140.0,11.0,8.0,2.0,4.0,4.0,2005
4.0,SS,Khalil Greene,25.0,121.0,476.0,436.0,51.0,109.0,30.0,2.0,15.0,70.0,5.0,0.0,25.0,93.0,0.25,0.29600000000000004,0.431,0.727,96.0,188.0,8.0,6.0,3.0,6.0,3.0,2005
5.0,3B,Sean Burroughs*,24.0,93.0,317.0,284.0,20.0,71.0,7.0,2.0,1.0,17.0,4.0,0.0,24.0,41.0,0.25,0.318,0.299,0.618,71.0,85.0,7.0,5.0,3.0,1.0,4.0,2005
6.0,LF,Ryan Klesko*,34.0,137.0,520.0,443.0,61.0,110.0,19.0,1.0,18.0,58.0,3.0,4.0,75.0,80.0,0.248,0.358,0.418,0.775,111.0,185.0,6.0,1.0,0.0,1.0,2.0,2005
7.0,CF,Dave Roberts*,33.0,115.0,480.0,411.0,65.0,113.0,19.0,10.0,8.0,38.0,23.0,12.0,53.0,59.0,0.275,0.35600000000000004,0.428,0.784,113.0,176.0,9.0,1.0,11.0,4.0,3.0,2005
8.0,RF,Brian Giles*,34.0,158.0,674.0,545.0,92.0,164.0,38.0,8.0,15.0,83.0,13.0,5.0,119.0,64.0,0.301,0.423,0.483,0.905,147.0,263.0,14.0,2.0,0.0,8.0,9.0,2005
1.0,C,Kevin Higgins*,26.0,71.0,202.0,181.0,17.0,40.0,4.0,1.0,0.0,13.0,0.0,1.0,16.0,17.0,0.221,0.294,0.254,0.5479999999999999,48.0,46.0,7.0,3.0,1.0,1.0,0.0,1993
2.0,1B,Fred McGriff*,29.0,83.0,349.0,302.0,52.0,83.0,11.0,1.0,18.0,46.0,4.0,3.0,42.0,55.0,0.275,0.361,0.49700000000000005,0.858,127.0,150.0,9.0,1.0,0.0,4.0,4.0,1993
3.0,2B,Jeff Gardner*,29.0,140.0,452.0,404.0,53.0,106.0,21.0,7.0,1.0,24.0,2.0,6.0,45.0,69.0,0.262,0.337,0.35600000000000004,0.693,86.0,144.0,3.0,1.0,1.0,1.0,0.0,1993
4.0,SS,Ricky Gutierrez,23.0,133.0,495.0,438.0,76.0,110.0,10.0,5.0,5.0,26.0,4.0,3.0,50.0,97.0,0.251,0.33399999999999996,0.331,0.665,79.0,145.0,7.0,5.0,1.0,1.0,2.0,1993
5.0,3B,Gary Sheffield,24.0,68.0,282.0,258.0,34.0,76.0,12.0,2.0,10.0,36.0,5.0,1.0,18.0,30.0,0.295,0.344,0.473,0.8170000000000001,116.0,122.0,9.0,3.0,0.0,3.0,0.0,1993
6.0,LF,Phil Plantier*,24.0,138.0,536.0,462.0,67.0,111.0,20.0,1.0,34.0,100.0,4.0,5.0,61.0,124.0,0.24,0.335,0.509,0.843,122.0,235.0,4.0,7.0,1.0,5.0,7.0,1993
7.0,CF,Derek Bell,24.0,150.0,585.0,542.0,73.0,142.0,19.0,1.0,21.0,72.0,26.0,5.0,23.0,122.0,0.262,0.303,0.41700000000000004,0.72,90.0,226.0,7.0,12.0,0.0,8.0,5.0,1993
